agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
AL0013000,BIRMINGHAM                    ,7 ,6,3,0,N,000000152
AL0020000,MOBILE                        ,9B,6,3,2,N,000090914
AL0020100,MOBILE                        ,1C,6,3,1,Y,000250152
AL0020200,PRICHARD                      ,4 ,6,3,1,N,000028216
AL0020300,MOBILE                        ,6 ,6,3,1,N,000006054
AL0020400,CITRONELLE                    ,6 ,6,3,1,N,000003719
AL0020500,SARALAND                      ,5 ,6,3,1,N,000012798
AL0020600,BAYOU LA BATRE                ,6 ,6,3,1,N,000002750
AL0020700,SATSUMA                       ,6 ,6,3,1,N,000006005
AL0020800,MOUNT VERNON                  ,7 ,6,3,1,N,000000826
AL0020900,WILMER                        ,7 ,6,3,0,N,000000000
AL0021200,CREOLA                        ,7 ,6,3,1,N,000002077
AL0021400,MOBILE                        ,7 ,6,3,3,N,000000000
AL0021500,DAUPHIN ISLAND                ,7 ,6,3,1,N,000001547
AL003FA00,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030000,MONTGOMERY                    ,9C,6,3,2,N,000021686
AL0030100,MONTGOMERY                    ,2 ,6,3,1,Y,000201937
AL0030300,MONTGOMERY                    ,9E,6,3,5,N,000000000
AL0030400,MONTGOMERY                    ,9D,6,3,5,N,000000000
AL0030500,MONTGOMERY                    ,9D,6,3,5,N,000000000
AL0030600,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030700,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030800,MONTGOMERY                    ,9D,6,3,5,N,000000000
AL0031300,MONTGOMERY                    ,9D,6,3,5,N,000000000
AL0031900,MONTGOMERY                    ,7 ,6,3,5,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000019128
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000028955
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000873
AL0050000,BAY MINETTE                   ,8B,6,3,2,N,000084114
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000007879
AL0050200,FAIRHOPE                      ,5 ,6,3,1,N,000015530
AL0050300,FOLEY                         ,5 ,6,3,1,N,000011522
AL0050400,GULF SHORES                   ,6 ,6,3,1,N,000007329
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000004723
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001448
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000701
AL0050800,DAPHNE                        ,5 ,6,3,1,N,000018749
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000000679
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000000588
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005101
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000005693
AL0060000,CLAYTON                       ,8C,6,3,2,N,000010526
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000013585
AL0060200,CLAYTON                       ,7 ,6,3,1,N,000001415
AL0060300,CLIO                          ,7 ,6,3,1,N,000002236
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000585
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000324
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012514
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002530
AL0070200,BRENT                         ,6 ,6,3,1,N,000004166
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001431
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001021
AL0080000,ONEONTA                       ,9B,6,3,2,N,000045021
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006596
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001940
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001375
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000824
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000473
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000007681
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003474
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000011508
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007168
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001651
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000627
AL0110000,ANNISTON                      ,9B,6,3,2,N,000052899
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000023956
AL0110200,JACKSONVILLE                  ,6 ,6,3,1,N,000008942
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000005014
AL0110400,WEAVER                        ,6 ,6,3,1,N,000002578
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017517
AL0110600,ANNISTON                      ,7 ,6,3,1,N,000000868
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001222
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015911
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000003130
AL0120200,LANETT                        ,6 ,6,3,1,N,000007659
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009081
AL0130000,CENTRE                        ,8C,6,3,2,N,000019839
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003346
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001551
AL0140000,CLANTON                       ,9B,6,3,2,N,000028322
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008411
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000693
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002509
AL0140400,THORSBY                       ,7 ,6,3,1,N,000001999
AL0150000,BUTLER                        ,8C,6,3,2,N,000012311
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001796
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000177
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000335
AL0150400,SILAS                         ,7 ,6,3,1,N,000000499
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000143
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000015837
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005333
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004593
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001396
AL0160400,FULTON                        ,7 ,6,3,0,N,000000304
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000357
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009777
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001902
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002411
AL0180000,HEFLIN                        ,8C,6,3,2,N,000010778
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003338
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000475
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000017010
AL0190100,ELBA                          ,6 ,6,3,1,N,000004219
AL0190200,ENTERPRISE                    ,5 ,6,3,1,N,000022885
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001247
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000618
AL0190500,ENTERPRISE                    ,7 ,6,3,3,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000021970
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009311
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008244
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000012636
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001194
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000843
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000956
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000009337
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003473
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000565
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000009346
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001508
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000409
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018597
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000008770
AL0230200,OPP                           ,6 ,6,3,1,N,000006718
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001910
AL0230400,GANTT                         ,7 ,6,3,1,N,000000241
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000555
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000547
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009650
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002692
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000917
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000397
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000195
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062569
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000014868
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003155
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000592
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002047
AL0260000,OZARK                         ,8C,6,3,2,N,000021183
AL0260100,OZARK                         ,5 ,6,3,1,N,000014967
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000004586
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000001543
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000405
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001694
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000001814
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000648
AL0260800,ARITON                        ,7 ,6,3,1,N,000000762
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000503
AL0270000,SELMA                         ,8B,6,3,2,N,000025191
AL0270100,SELMA                         ,5 ,6,3,1,N,000019576
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038779
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000013696
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001674
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000823
AL0280400,HENAGAR                       ,6 ,6,3,1,N,000002530
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000968
AL0280600,MENTONE                       ,7 ,6,3,0,N,000000476
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000004825
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000534
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001462
AL0281100,FYFFE                         ,7 ,6,3,0,N,000001029
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001249
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000645
AL0281400,IDER                          ,7 ,6,3,1,N,000000694
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000045360
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000006967
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003457
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001122
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001497
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000014843
AL0300000,BREWTON                       ,8C,6,3,2,N,000021386
AL0300100,ATMORE                        ,6 ,6,3,1,N,000007598
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005422
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002446
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001574
AL0310000,GADSDEN                       ,9B,6,3,2,N,000030804
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000006533
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000037743
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005302
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000008960
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004356
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000007761
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001935
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000963
AL0320000,FAYETTE                       ,8C,6,3,2,N,000011506
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004804
AL0320200,BERRY                         ,7 ,6,3,1,N,000001237
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017511
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000008873
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001059
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003312
AL0330400,VINA                          ,7 ,6,3,0,N,000000402
AL0330500,HODGES                        ,7 ,6,3,1,N,000000260
AL0340000,GENEVA                        ,9C,6,3,2,N,000015051
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004419
AL0340200,SAMSON                        ,7 ,6,3,1,N,000002043
AL0340300,HARTFORD                      ,7 ,6,3,1,N,000002393
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000002051
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000254
AL0350000,EUTAW                         ,9D,6,3,2,N,000007932
AL0350100,EUTAW                         ,7 ,6,3,1,N,000001816
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000013968
AL0360100,GREENSBORO                    ,6 ,6,3,1,N,000002640
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001874
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009470
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002990
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000003748
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000544
AL0380000,DOTHAN                        ,9C,6,3,2,N,000024866
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000062402
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000001949
AL0380300,GORDON                        ,7 ,6,3,0,N,000000420
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000830
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001182
AL0380600,KINSEY                        ,7 ,6,3,1,N,000001922
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000001950
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000030263
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014974
AL0390200,BRIDGEPORT                    ,6 ,6,3,1,N,000002717
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002157
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000937
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000708
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000311
AL0390700,SECTION                       ,7 ,6,3,1,N,000000770
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000762
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000847
AL0400000,VERNON                        ,8D,6,3,2,N,000009972
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000002051
AL0400200,VERNON                        ,7 ,6,3,1,N,000002002
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000516
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001072
AL0410000,FLORENCE                      ,9B,6,3,2,N,000048067
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000036810
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000209
AL0410300,ANDERSON                      ,7 ,6,3,0,N,000000351
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000438
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000838
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001197
AL0410700,KILLEN                        ,7 ,6,3,1,N,000001134
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000028219
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003306
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001220
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000772
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000596
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000805
AL0430000,OPELIKA                       ,9B,6,3,2,N,000047645
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000050380
AL0430200,OPELIKA                       ,5 ,6,3,1,Y,000024019
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000047822
AL0440100,ATHENS                        ,5 ,6,3,1,N,000021162
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001116
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000497
AL0450000,HAYNEVILLE                    ,9C,6,3,2,N,000010959
AL0450100,FORT DEPOSIT                  ,7 ,6,3,0,N,000001240
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000001151
AL0450400,HAYNEVILLE                    ,7 ,6,3,1,N,000001084
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8C,6,3,2,N,000010149
AL0460100,TUSKEGEE                      ,5 ,6,3,1,N,000011695
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000832
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000340
AL0470000,HUNTSVILLE                    ,9B,6,3,2,N,000092317
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000167408
AL0470200,MADISON                       ,4 ,6,3,1,N,000035805
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000862
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002695
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001325
AL0470600,MADISON                       ,7 ,6,3,1,N,000000477
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000011583
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007623
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002357
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000378
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000086
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000136
AL0490000,HAMILTON                      ,8C,6,3,2,N,000014433
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006555
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003869
AL0490300,GUIN                          ,7 ,6,3,1,N,000002266
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001488
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000740
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001030
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000044366
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000018783
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000007791
AL0500300,ARAB                          ,6 ,6,3,1,N,000007549
AL0500400,BOAZ                          ,6 ,6,3,1,N,000007236
AL0500500,GRANT                         ,7 ,6,3,1,N,000000683
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000015181
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006751
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001410
AL0510300,MONROEVILLE                   ,7 ,6,3,0,N,000000407
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000606
AL0520000,DECATUR                       ,9B,6,3,2,N,000040689
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055222
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000013198
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001188
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000360
AL0520700,TRINITY                       ,7 ,6,3,1,N,000001859
AL0520900,DECATUR                       ,7 ,6,3,1,N,000002253
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000006481
AL0530100,MARION                        ,6 ,6,3,1,N,000003459
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000001534
AL0540000,CARROLLTON                    ,8C,6,3,2,N,000012771
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002487
AL0540200,GORDO                         ,7 ,6,3,1,N,000001610
AL0540300,REFORM                        ,7 ,6,3,1,N,000001875
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000965
AL0540500,CARROLTON                     ,7 ,6,3,1,N,000000652
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000013498
AL0550100,TROY                          ,5 ,6,3,1,N,000014061
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002348
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000014727
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000006710
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000654
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000831
AL0570000,PHENIX CITY                   ,9C,6,3,2,N,000021781
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000027428
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000563
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000035839
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000011110
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002451
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000002045
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000003082
AL0580500,ODENVILLE                     ,7 ,6,3,1,N,000001214
AL0580600,MOODY                         ,5 ,6,3,1,N,000010861
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000001765
AL0580800,MARGARET                      ,7 ,6,3,0,N,000001252
AL0580900,STEELE                        ,7 ,6,3,1,N,000001164
AL0581200,TRUSSVILLE                    ,7 ,6,3,1,N,000001813
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000075217
AL0590100,CALERA                        ,6 ,6,3,1,N,000006580
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000003697
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000005138
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000027766
AL0590500,VINCENT                       ,7 ,6,3,0,N,000001968
AL0590600,PELHAM                        ,5 ,6,3,1,N,000019626
AL0590700,HELENA                        ,5 ,6,3,1,N,000013332
AL0590800,WILTON                        ,7 ,6,3,1,N,000000615
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001645
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001758
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000008024
AL0600100,YORK                          ,6 ,6,3,1,N,000002649
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003076
AL0600300,CUBA                          ,7 ,6,3,0,N,000000337
AL0600400,EPES                          ,7 ,6,3,1,N,000000195
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000038152
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000013073
AL0610200,TALLADEGA                     ,5 ,6,3,1,N,000017304
AL0610300,CHILDERSBURG                  ,6 ,6,3,1,N,000005045
AL0610400,LINCOLN                       ,6 ,6,3,1,N,000004966
AL0610500,TALLADEGA                     ,7 ,6,3,0,N,000000284
AL0610600,TALLADEGA                     ,7 ,6,3,3,N,000000000
AL0620000,DADEVILLE                     ,8C,6,3,2,N,000018892
AL0620100,ALEXANDER CITY                ,5 ,6,3,1,N,000015092
AL0620200,DADEVILLE                     ,6 ,6,3,1,N,000003173
AL0620300,CAMP HILL                     ,7 ,6,3,1,N,000001210
AL0620400,EAST TALLASSEE                ,7 ,6,3,0,N,000000000
AL0620500,DAVISTON                      ,7 ,6,3,1,N,000000262
AL0620600,DAVISTON                      ,7 ,6,3,1,N,000000835
AL0630000,TUSCALOOSA                    ,9B,6,3,2,N,000064427
AL0630100,TUSCALOOSA                    ,3 ,6,3,1,Y,000082094
AL0630200,NORTHPORT                     ,5 ,6,3,1,N,000021408
AL0630300,TUSCALOOSA                    ,7 ,6,3,3,N,000000000
AL0630500,TUSCALOOSA                    ,7 ,6,3,0,N,000000000
AL0630700,VANCE                         ,7 ,6,3,1,N,000000511
AL0631100,LAKE VIEW                     ,7 ,6,3,1,N,000001662
AL0640000,JASPER                        ,9B,6,3,2,N,000044317
AL0640100,JASPER                        ,5 ,6,3,1,N,000014215
AL0640200,CARBON HILL                   ,7 ,6,3,1,N,000002066
AL0640300,CORDOVA                       ,7 ,6,3,1,N,000002357
AL0640400,DORA                          ,7 ,6,3,1,N,000002413
AL0640500,SUMITON                       ,6 ,6,3,1,N,000002603
AL0640600,PARRISH                       ,7 ,6,3,1,N,000001270
AL0640700,OAKMAN                        ,7 ,6,3,1,N,000000957
AL0640800,NAUVOO                        ,7 ,6,3,0,N,000000283
AL0640900,SIPSEY                        ,7 ,6,3,1,N,000000553
AL0650000,CHATOM                        ,8C,6,3,2,N,000015895
AL0650100,MC INTOSH                     ,7 ,6,3,1,N,000000241
