agency,city,population_group,country_division,country_region,agency_indicator,core_city,population
ALAST0000,MONTGOMERY                    ,8D,6,3,4,N,000000000
ALDI00300,ATMORE                        ,7 ,6,3,7,N,000000000
AL0010000,BIRMINGHAM                    ,9A,6,3,2,N,000144947
AL0010100,BESSEMER                      ,4 ,6,3,1,N,000026957
AL0010200,BIRMINGHAM                    ,2 ,6,3,1,Y,000210356
AL0010300,BIRMINGHAM                    ,5 ,6,3,1,N,000020330
AL0010400,FAIRFIELD                     ,5 ,6,3,1,N,000010913
AL0010500,GARDENDALE                    ,5 ,6,3,1,N,000013697
AL0010600,LEEDS                         ,5 ,6,3,1,N,000009849
AL0010700,MIDFIELD                      ,6 ,6,3,1,N,000005265
AL0010800,BIRMINGHAM                    ,6 ,6,3,1,N,000006259
AL0010900,BIRMINGHAM                    ,4 ,6,3,1,N,000033997
AL0011000,BIRMINGHAM                    ,4 ,6,3,1,N,000025900
AL0011100,FULTONDALE                    ,6 ,6,3,1,N,000008847
AL0011200,HOOVER                        ,3 ,6,3,1,Y,000060470
AL0011300,IRONDALE                      ,5 ,6,3,1,N,000012387
AL0011400,PLEASANT GROVE                ,5 ,6,3,1,N,000010427
AL0011500,ROOSEVELT CITY                ,7 ,6,3,0,N,000000000
AL0011600,GRAYSVILLE                    ,7 ,6,3,1,N,000002111
AL0011700,BIRMINGHAM                    ,7 ,6,3,0,N,000000000
AL0011800,BESSEMER                      ,6 ,6,3,1,N,000002885
AL0011900,BESSEMER                      ,5 ,6,3,1,N,000015809
AL0012000,BESSEMER                      ,7 ,6,3,1,N,000002162
AL0012100,TRUSSVILLE                    ,5 ,6,3,1,N,000019939
AL0012200,ADAMSVILLE                    ,6 ,6,3,1,N,000004430
AL0012300,WARRIOR                       ,6 ,6,3,1,N,000003199
AL0012400,BIRMINGHAM                    ,7 ,6,3,3,N,000000000
AL0012500,TRAFFORD                      ,7 ,6,3,1,N,000000645
AL0012600,MORRIS                        ,7 ,6,3,1,N,000001903
AL0012700,BROOKSIDE                     ,7 ,6,3,1,N,000001339
AL0012800,BIRMINGHAM                    ,7 ,6,3,0,N,000000055
AL0012900,KIMBERLY                      ,6 ,6,3,1,N,000002788
AL0013000,BIRMINGHAM                    ,7 ,6,3,0,N,000000198
AL0013200,MCCALLA                       ,7 ,6,3,6,N,000000000
AL0013400,BIRMINGHAM                    ,7 ,6,3,3,N,000000000
AL0013500,BIRMINGHAM                    ,7 ,6,3,5,N,000000000
AL0014100,BIRMINGHAM                    ,7 ,6,3,3,N,000000000
AL0014500,TRUSSVILLE                    ,7 ,6,3,5,N,000000000
AL0020000,MOBILE                        ,9A,6,3,2,N,000104436
AL0020100,MOBILE                        ,1C,6,3,1,Y,000250655
AL0020200,PRICHARD                      ,5 ,6,3,1,N,000022344
AL0020300,MOBILE                        ,6 ,6,3,1,N,000005989
AL0020400,CITRONELLE                    ,6 ,6,3,1,N,000003868
AL0020500,SARALAND                      ,5 ,6,3,1,N,000013735
AL0020600,BAYOU LA BATRE                ,6 ,6,3,1,N,000002626
AL0020700,SATSUMA                       ,6 ,6,3,1,N,000006156
AL0020800,MOUNT VERNON                  ,7 ,6,3,1,N,000001552
AL0020900,WILMER                        ,7 ,6,3,0,N,000000000
AL0021200,CREOLA                        ,7 ,6,3,1,N,000001922
AL0021300,MOBILE                        ,7 ,6,3,5,N,000000000
AL0021400,MOBILE                        ,7 ,6,3,3,N,000000000
AL0021500,DAUPHIN ISLAND                ,7 ,6,3,1,N,000001239
AL0021700,MOBILE                        ,7 ,6,3,3,N,000000000
AL003FA00,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030000,MONTGOMERY                    ,9B,6,3,2,N,000025826
AL0030100,MONTGOMERY                    ,2 ,6,3,1,Y,000200194
AL0030300,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0030400,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030500,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0030600,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030700,MONTGOMERY                    ,7 ,6,3,3,N,000000000
AL0030800,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031300,MONTGOMERY                    ,9D,6,3,6,N,000000000
AL0031400,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0031900,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0032000,MONTGOMERY                    ,9E,6,3,6,N,000000000
AL0032200,MONTGOMERY                    ,7 ,6,3,0,N,000000000
AL0040000,PRATTVILLE                    ,9C,6,3,2,N,000020827
AL0040100,PRATTVILLE                    ,4 ,6,3,1,N,000033609
AL0040200,AUTAUGAVILLE                  ,7 ,6,3,1,N,000000860
AL0050000,BAY MINETTE                   ,9B,6,3,2,N,000096312
AL0050100,BAY MINETTE                   ,6 ,6,3,1,N,000009087
AL0050200,FAIRHOPE                      ,5 ,6,3,1,Y,000017914
AL0050300,FOLEY                         ,5 ,6,3,1,Y,000016101
AL0050400,GULF SHORES                   ,5 ,6,3,1,N,000010927
AL0050500,ROBERTSDALE                   ,6 ,6,3,1,N,000005765
AL0050600,LOXLEY                        ,7 ,6,3,1,N,000001720
AL0050700,SILVERHILL                    ,7 ,6,3,1,N,000000749
AL0050800,DAPHNE                        ,5 ,6,3,1,Y,000024111
AL0050900,SUMMERDALE                    ,7 ,6,3,1,N,000000965
AL0051000,ELBERTA                       ,7 ,6,3,1,N,000001621
AL0051100,BAY MINETTE                   ,7 ,6,3,3,N,000000000
AL0051200,ORANGE BEACH                  ,6 ,6,3,1,N,000005791
AL0051300,SPANISH FORT                  ,6 ,6,3,1,N,000007811
AL0060000,CLAYTON                       ,8D,6,3,2,N,000008834
AL0060100,EUFAULA                       ,5 ,6,3,1,N,000012874
AL0060200,CLAYTON                       ,6 ,6,3,1,N,000002944
AL0060300,CLIO                          ,7 ,6,3,1,N,000001605
AL0060400,LOUISVILLE                    ,7 ,6,3,1,N,000000502
AL0060700,EUFAULA                       ,7 ,6,3,1,N,000000267
AL0070000,CENTREVILLE                   ,9C,6,3,2,N,000012173
AL0070100,CENTREVILLE                   ,6 ,6,3,1,N,000002704
AL0070200,BRENT                         ,6 ,6,3,1,N,000004878
AL0070300,WEST BLOCTON                  ,7 ,6,3,1,N,000001258
AL0070400,WOODSTOCK                     ,7 ,6,3,1,N,000001372
AL0080000,ONEONTA                       ,9B,6,3,2,N,000047030
AL0080100,ONEONTA                       ,6 ,6,3,1,N,000006701
AL0080200,BLOUNTSVILLE                  ,7 ,6,3,1,N,000001712
AL0080300,CLEVELAND                     ,7 ,6,3,1,N,000001324
AL0080400,ALTOONA                       ,7 ,6,3,1,N,000000847
AL0080500,ONEONTA                       ,7 ,6,3,1,N,000000423
AL0090000,UNION SPRINGS                 ,8D,6,3,2,N,000006676
AL0090100,UNION SPRINGS                 ,6 ,6,3,1,N,000003910
AL0100000,GREENVILLE                    ,8C,6,3,2,N,000010082
AL0100100,GREENVILLE                    ,6 ,6,3,1,N,000007863
AL0100200,GEORGIANA                     ,7 ,6,3,1,N,000001664
AL0100300,MC KENZIE                     ,7 ,6,3,1,N,000000502
AL0110000,ANNISTON                      ,9B,6,3,2,N,000055087
AL0110100,ANNISTON                      ,5 ,6,3,1,Y,000022567
AL0110200,JACKSONVILLE                  ,5 ,6,3,1,Y,000012462
AL0110300,PIEDMONT                      ,6 ,6,3,1,N,000004750
AL0110400,WEAVER                        ,6 ,6,3,1,N,000003118
AL0110500,OXFORD                        ,5 ,6,3,1,Y,000017059
AL0110600,ANNISTON                      ,7 ,6,3,0,N,000000765
AL0110700,OHATCHEE                      ,7 ,6,3,1,N,000001146
AL0110800,JACKSONVILLE                  ,7 ,6,3,3,N,000000000
AL0120000,LAFAYETTE                     ,8C,6,3,2,N,000015204
AL0120100,LAFAYETTE                     ,6 ,6,3,1,N,000002999
AL0120200,LANETT                        ,6 ,6,3,1,N,000006484
AL0120400,VALLEY                        ,6 ,6,3,1,N,000009508
AL0130000,CENTRE                        ,8C,6,3,2,N,000019733
AL0130100,CENTRE                        ,6 ,6,3,1,N,000003662
AL0130200,CEDAR BLUFF                   ,7 ,6,3,1,N,000001835
AL0130300,LEESBURG                      ,7 ,6,3,1,N,000001027
AL0140000,CLANTON                       ,9B,6,3,2,N,000029779
AL0140100,CLANTON                       ,6 ,6,3,1,N,000008773
AL0140200,MAPLESVILLE                   ,7 ,6,3,1,N,000000705
AL0140300,JEMISON                       ,6 ,6,3,1,N,000002648
AL0140400,THORSBY                       ,7 ,6,3,1,N,000002029
AL0150000,BUTLER                        ,8C,6,3,2,N,000010860
AL0150100,BUTLER                        ,7 ,6,3,1,N,000001829
AL0150200,GILBERTOWN                    ,7 ,6,3,0,N,000000210
AL0150300,PENNINGTON                    ,7 ,6,3,1,N,000000209
AL0150400,SILAS                         ,7 ,6,3,1,N,000000433
AL0150500,TOXEY                         ,7 ,6,3,0,N,000000133
AL0160000,GROVE HILL                    ,8C,6,3,2,N,000014043
AL0160100,JACKSON                       ,6 ,6,3,1,N,000005074
AL0160200,THOMASVILLE                   ,6 ,6,3,1,N,000004104
AL0160300,GROVE HILL                    ,7 ,6,3,1,N,000001518
AL0160400,FULTON                        ,7 ,6,3,0,N,000000262
AL0160600,COFFEEVILLE                   ,7 ,6,3,1,N,000000341
AL0170000,ASHLAND                       ,8D,6,3,2,N,000009125
AL0170100,ASHLAND                       ,7 ,6,3,1,N,000001967
AL0170200,LINEVILLE                     ,7 ,6,3,1,N,000002304
AL0180000,HEFLIN                        ,8C,6,3,2,N,000011090
AL0180100,HEFLIN                        ,6 ,6,3,1,N,000003514
AL0180200,RANBURNE                      ,7 ,6,3,1,N,000000405
AL0190000,NEW BROCKTON                  ,8C,6,3,2,N,000018027
AL0190100,ELBA                          ,6 ,6,3,1,N,000003899
AL0190200,ENTERPRISE                    ,4 ,6,3,1,N,000027547
AL0190300,NEW BROCKTON                  ,7 ,6,3,1,N,000001152
AL0190400,KINSTON                       ,7 ,6,3,1,N,000000535
AL0190500,ENTERPRISE                    ,7 ,6,3,0,N,000000000
AL0200000,TUSCUMBIA                     ,9C,6,3,2,N,000020537
AL0200100,SHEFFIELD                     ,6 ,6,3,1,N,000009123
AL0200200,TUSCUMBIA                     ,6 ,6,3,1,N,000008574
AL0200300,MUSCLE SHOALS                 ,5 ,6,3,1,Y,000013584
AL0200400,CHEROKEE                      ,7 ,6,3,1,N,000001025
AL0200500,LEIGHTON                      ,7 ,6,3,1,N,000000716
AL0200600,RUSSELLVILLE                  ,7 ,6,3,1,N,000000997
AL0200800,MUSCLE SHOALS                 ,7 ,6,3,3,N,000000000
AL0210000,EVERGREEN                     ,8D,6,3,2,N,000008137
AL0210100,EVERGREEN                     ,6 ,6,3,1,N,000003827
AL0210200,CASTLEBERRY                   ,7 ,6,3,1,N,000000572
AL0210300,REPTON                        ,7 ,6,3,1,N,000000270
AL0220000,ROCKFORD                      ,8D,6,3,2,N,000008923
AL0220100,GOODWATER                     ,7 ,6,3,1,N,000001371
AL0220200,ROCKFORD                      ,7 ,6,3,1,N,000000451
AL0230000,ANDALUSIA                     ,8C,6,3,2,N,000018400
AL0230100,ANDALUSIA                     ,6 ,6,3,1,N,000009098
AL0230200,OPP                           ,6 ,6,3,1,N,000006699
AL0230300,FLORALA                       ,7 ,6,3,1,N,000001984
AL0230400,GANTT                         ,7 ,6,3,1,N,000000223
AL0230500,RED LEVEL                     ,7 ,6,3,1,N,000000486
AL0230600,LOCKHART                      ,7 ,6,3,1,N,000000516
AL0230700,RIVER FALLS                   ,7 ,6,3,1,N,000000526
AL0230800,ANDALUSIA                     ,7 ,6,3,5,N,000000000
AL0240000,LUVERNE                       ,8D,6,3,2,N,000009831
AL0240100,LUVERNE                       ,6 ,6,3,1,N,000002855
AL0240200,BRANTLEY                      ,7 ,6,3,1,N,000000811
AL0240300,DOZIER                        ,7 ,6,3,1,N,000000336
AL0240400,GLENWOOD                      ,7 ,6,3,1,N,000000191
AL0250000,CULLMAN                       ,8B,6,3,2,N,000062610
AL0250100,CULLMAN                       ,5 ,6,3,1,N,000015086
AL0250200,HANCEVILLE                    ,6 ,6,3,1,N,000003227
AL0250300,GARDEN CITY                   ,7 ,6,3,0,N,000000493
AL0250400,CULLMAN                       ,7 ,6,3,0,N,000002262
AL0260000,OZARK                         ,8C,6,3,2,N,000019849
AL0260100,OZARK                         ,5 ,6,3,1,N,000014845
AL0260200,DALEVILLE                     ,6 ,6,3,1,N,000005159
AL0260300,DALEVILLE                     ,7 ,6,3,1,N,000002033
AL0260400,DOTHAN                        ,7 ,6,3,1,N,000000344
AL0260500,NEWTON                        ,7 ,6,3,1,N,000001481
AL0260600,MIDLAND CITY                  ,7 ,6,3,1,N,000002429
AL0260700,PINCKARD                      ,7 ,6,3,1,N,000000639
AL0260800,ARITON                        ,7 ,6,3,1,N,000000744
AL0260900,DALEVILLE                     ,7 ,6,3,1,N,000000574
AL0270000,SELMA                         ,8C,6,3,2,N,000021868
AL0270100,SELMA                         ,5 ,6,3,1,N,000019705
AL0270200,SELMA                         ,7 ,6,3,3,N,000000000
AL0280000,FORT PAYNE                    ,8B,6,3,2,N,000038855
AL0280100,FORT PAYNE                    ,5 ,6,3,1,N,000014142
AL0280200,COLLINSVILLE                  ,7 ,6,3,1,N,000001951
AL0280300,GERALDINE                     ,7 ,6,3,1,N,000000904
AL0280400,HENAGAR                       ,7 ,6,3,1,N,000002343
AL0280500,FYFFE                         ,7 ,6,3,1,N,000000954
AL0280600,MENTONE                       ,7 ,6,3,1,N,000000365
AL0280700,RAINSVILLE                    ,6 ,6,3,1,N,000005030
AL0280800,VALLEY HEAD                   ,7 ,6,3,1,N,000000484
AL0281000,CROSSVILLE                    ,7 ,6,3,1,N,000001850
AL0281100,FYFFE                         ,7 ,6,3,1,N,000001029
AL0281200,SYLVANIA                      ,7 ,6,3,1,N,000001847
AL0281300,VALLEY HEAD                   ,7 ,6,3,1,N,000000557
AL0281400,IDER                          ,7 ,6,3,1,N,000000721
AL0290000,WETUMPKA                      ,9B,6,3,2,N,000051345
AL0290100,WETUMPKA                      ,6 ,6,3,1,N,000007573
AL0290200,TALLASSEE                     ,6 ,6,3,1,N,000003144
AL0290300,ECLECTIC                      ,7 ,6,3,1,N,000001008
AL0290400,COOSADA                       ,7 ,6,3,1,N,000001233
AL0290600,MILLBROOK                     ,5 ,6,3,1,N,000015078
AL0290700,ELMORE                        ,7 ,6,3,5,N,000000000
AL0300000,BREWTON                       ,8C,6,3,2,N,000018527
AL0300100,ATMORE                        ,5 ,6,3,1,N,000010093
AL0300200,BREWTON                       ,6 ,6,3,1,N,000005445
AL0300300,BREWTON                       ,7 ,6,3,1,N,000002436
AL0300400,FLOMATON                      ,7 ,6,3,1,N,000001422
AL0310000,GADSDEN                       ,9B,6,3,2,N,000030323
AL0310100,ATTALLA                       ,6 ,6,3,1,N,000005963
AL0310200,GADSDEN                       ,4 ,6,3,1,Y,000036455
AL0310400,GLENCOE                       ,6 ,6,3,1,N,000005155
AL0310500,RAINBOW CITY                  ,6 ,6,3,1,N,000009668
AL0310600,HOKES BLUFF                   ,6 ,6,3,1,N,000004347
AL0310700,GADSDEN                       ,6 ,6,3,1,N,000008410
AL0310800,BOAZ                          ,7 ,6,3,1,N,000001738
AL0310900,ALTOONA                       ,7 ,6,3,0,N,000000897
AL0311000,WALNUT GROVE                  ,7 ,6,3,1,N,000000686
AL0312200,ETOWAH                        ,9D,6,3,5,N,000000000
AL0320000,FAYETTE                       ,8C,6,3,2,N,000010435
AL0320100,FAYETTE                       ,6 ,6,3,1,N,000004527
AL0320200,BERRY                         ,7 ,6,3,1,N,000001118
AL0330000,RUSSELLVILLE                  ,8C,6,3,2,N,000017090
AL0330100,RUSSELLVILLE                  ,6 ,6,3,1,N,000009798
AL0330200,PHIL CAMPBELL                 ,7 ,6,3,1,N,000001199
AL0330300,RED BAY                       ,6 ,6,3,1,N,000003122
AL0330400,VINA                          ,7 ,6,3,0,N,000000349
AL0330500,HODGES                        ,7 ,6,3,1,N,000000286
AL0340000,GENEVA                        ,9C,6,3,2,N,000015705
AL0340100,GENEVA                        ,6 ,6,3,1,N,000004467
AL0340200,SAMSON                        ,7 ,6,3,1,N,000001922
AL0340300,HARTFORD                      ,6 ,6,3,1,N,000002647
AL0340400,SLOCOMB                       ,7 ,6,3,1,N,000001979
AL0340500,COFFEE SPRINGS                ,7 ,6,3,0,N,000000231
AL0350000,EUTAW                         ,8D,6,3,2,N,000005231
AL0350100,EUTAW                         ,6 ,6,3,1,N,000002845
AL0350200,FORKLAND                      ,7 ,6,3,1,N,000000612
AL0360000,GREENSBORO                    ,9C,6,3,2,N,000011178
AL0360100,GREENSBORO                    ,7 ,6,3,1,N,000002428
AL0360200,MOUNDVILLE                    ,7 ,6,3,1,N,000001729
AL0370000,ABBEVILLE                     ,9D,6,3,2,N,000009361
AL0370100,ABBEVILLE                     ,6 ,6,3,1,N,000002643
AL0370200,HEADLAND                      ,6 ,6,3,1,N,000004769
AL0370300,NEWVILLE                      ,7 ,6,3,1,N,000000528
AL0380000,DOTHAN                        ,9B,6,3,2,N,000026753
AL0380100,DOTHAN                        ,3 ,6,3,1,Y,000067254
AL0380200,ASHFORD                       ,7 ,6,3,1,N,000002164
AL0380300,GORDON                        ,7 ,6,3,0,N,000000325
AL0380400,COLUMBIA                      ,7 ,6,3,1,N,000000740
AL0380500,COTTONWOOD                    ,7 ,6,3,1,N,000001275
AL0380600,KINSEY                        ,7 ,6,3,1,N,000002198
AL0380800,DOTHAN                        ,7 ,6,3,3,N,000000000
AL0380900,TAYLOR                        ,7 ,6,3,1,N,000002407
AL0381000,WEBB                          ,7 ,6,3,1,N,000001414
AL0390000,SCOTTSBORO                    ,8B,6,3,2,N,000029629
AL0390100,SCOTTSBORO                    ,5 ,6,3,1,N,000014846
AL0390200,BRIDGEPORT                    ,7 ,6,3,1,N,000002387
AL0390300,STEVENSON                     ,7 ,6,3,1,N,000002013
AL0390400,HOLLYWOOD                     ,7 ,6,3,1,N,000000985
AL0390500,PISGAH                        ,7 ,6,3,1,N,000000717
AL0390600,DUTTON                        ,7 ,6,3,0,N,000000316
AL0390700,SECTION                       ,7 ,6,3,1,N,000000765
AL0390800,WOODVILLE                     ,7 ,6,3,1,N,000000743
AL0390900,SCOTTSBORO                    ,7 ,6,3,1,N,000000845
AL0400000,VERNON                        ,8D,6,3,2,N,000009328
AL0400100,SULLIGENT                     ,7 ,6,3,1,N,000001882
AL0400200,VERNON                        ,7 ,6,3,1,N,000001946
AL0400300,KENNEDY                       ,7 ,6,3,0,N,000000433
AL0400400,MILLPORT                      ,7 ,6,3,1,N,000001023
AL0410000,FLORENCE                      ,9B,6,3,2,N,000048977
AL0410100,FLORENCE                      ,4 ,6,3,1,Y,000040236
AL0410200,WATERLOO                      ,7 ,6,3,0,N,000000197
AL0410300,ANDERSON                      ,7 ,6,3,1,N,000000280
AL0410400,FLORENCE                      ,7 ,6,3,1,N,000000426
AL0410500,LEXINGTON                     ,7 ,6,3,1,N,000000729
AL0410600,ROGERSVILLE                   ,7 ,6,3,1,N,000001236
AL0410700,KILLEN                        ,7 ,6,3,1,N,000000987
AL0410800,FLORENCE                      ,7 ,6,3,3,N,000000000
AL0420000,MOULTON                       ,9B,6,3,2,N,000027219
AL0420100,MOULTON                       ,6 ,6,3,1,N,000003388
AL0420200,TOWN CREEK                    ,7 ,6,3,1,N,000001075
AL0420300,COURTLAND                     ,7 ,6,3,1,N,000000601
AL0420400,HILLSBORO                     ,7 ,6,3,1,N,000000531
AL0420500,NORTH COURTLAND               ,7 ,6,3,1,N,000000615
AL0420600,MOULTON                       ,9E,6,3,5,N,000000000
AL0430000,OPELIKA                       ,9B,6,3,2,N,000059637
AL0430100,AUBURN                        ,3 ,6,3,1,Y,000059854
AL0430200,OPELIKA                       ,4 ,6,3,1,Y,000029201
AL0430300,AUBURN                        ,7 ,6,3,0,N,000000000
AL0440000,ATHENS                        ,9B,6,3,2,N,000058658
AL0440100,ATHENS                        ,5 ,6,3,1,N,000024521
AL0440200,ARDMORE                       ,7 ,6,3,1,N,000001332
AL0440300,ELKMONT                       ,7 ,6,3,0,N,000000463
AL0450000,HAYNEVILLE                    ,9D,6,3,2,N,000006651
AL0450100,FORT DEPOSIT                  ,7 ,6,3,1,N,000001262
AL0450200,HAYNEVILLE                    ,7 ,6,3,1,N,000000873
AL0450400,HAYNEVILLE                    ,7 ,6,3,1,N,000000963
AL0450500,LOWNDESBORO                   ,7 ,6,3,1,N,000000821
AL0450700,HAYNEVILLE                    ,7 ,6,3,5,N,000000000
AL0460000,TUSKEGEE                      ,8D,6,3,2,N,000009200
AL0460100,TUSKEGEE                      ,6 ,6,3,1,N,000008842
AL0460200,NOTASULGA                     ,7 ,6,3,1,N,000000786
AL0460600,SHORTER                       ,7 ,6,3,1,N,000000436
AL0460700,TUSKEGEE INSTITUTE            ,7 ,6,3,3,N,000000000
AL0470000,HUNTSVILLE                    ,9A,6,3,2,N,000115639
AL0470100,HUNTSVILLE                    ,2 ,6,3,1,Y,000185896
AL0470200,MADISON                       ,4 ,6,3,1,N,000042407
AL0470300,GURLEY                        ,7 ,6,3,1,N,000000797
AL0470400,NEW HOPE                      ,6 ,6,3,1,N,000002796
AL0470500,OWENS CROSS ROADS             ,7 ,6,3,1,N,000001777
AL0470600,MADISON                       ,7 ,6,3,1,N,000000515
AL0470700,HUNTSVILLE                    ,7 ,6,3,3,N,000000000
AL0470800,NORMAL                        ,7 ,6,3,3,N,000000000
AL0470900,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0471100,HUNTSVILLE                    ,7 ,6,3,5,N,000000000
AL0480000,LINDEN                        ,8C,6,3,2,N,000010027
AL0480100,DEMOPOLIS                     ,6 ,6,3,1,N,000007161
AL0480200,LINDEN                        ,7 ,6,3,1,N,000002021
AL0480300,THOMASTON                     ,7 ,6,3,1,N,000000394
AL0480400,FAUNSDALE                     ,7 ,6,3,0,N,000000094
AL0480500,MYRTLEWOOD                    ,7 ,6,3,1,N,000000125
AL0480600,SWEET WATER                   ,7 ,6,3,1,N,000000247
AL0480700,DEMOPOLIS                     ,7 ,6,3,5,N,000000000
AL0490000,HAMILTON                      ,8C,6,3,2,N,000013798
AL0490100,HAMILTON                      ,6 ,6,3,1,N,000006782
AL0490200,WINFIELD                      ,6 ,6,3,1,N,000003850
AL0490300,GUIN                          ,7 ,6,3,1,N,000002334
AL0490400,HACKLEBURG                    ,7 ,6,3,1,N,000001488
AL0490500,BRILLIANT                     ,7 ,6,3,1,N,000000886
AL0490600,HAMILTON                      ,7 ,6,3,0,N,000000000
AL0490700,BEAR CREEK                    ,7 ,6,3,1,N,000001047
AL0490800,HAMILTON                      ,8D,6,3,5,N,000000000
AL0500000,GUNTERSVILLE                  ,8B,6,3,2,N,000046493
AL0500100,ALBERTVILLE                   ,5 ,6,3,1,N,000021655
AL0500200,GUNTERSVILLE                  ,6 ,6,3,1,N,000008404
AL0500300,ARAB                          ,6 ,6,3,1,N,000008342
AL0500400,BOAZ                          ,6 ,6,3,1,N,000008641
AL0500500,GRANT                         ,7 ,6,3,1,N,000000917
AL0500600,DOUGLAS                       ,7 ,6,3,1,N,000000756
AL0500800,GUNTERSVILLE                  ,8E,6,3,5,N,000000000
AL0510000,MONROEVILLE                   ,8C,6,3,2,N,000013596
AL0510100,MONROEVILLE                   ,6 ,6,3,1,N,000006242
AL0510200,FRISCO CITY                   ,7 ,6,3,1,N,000001246
AL0510300,BEATRICE                      ,7 ,6,3,1,N,000000286
AL0510400,EXCEL                         ,7 ,6,3,1,N,000000691
AL0520000,DECATUR                       ,9B,6,3,2,N,000042494
AL0520100,DECATUR                       ,3 ,6,3,1,Y,000055744
AL0520200,HARTSELLE                     ,5 ,6,3,1,N,000014519
AL0520400,FALKVILLE                     ,7 ,6,3,1,N,000001275
AL0520500,DECATUR                       ,7 ,6,3,0,N,000000000
AL0520600,SOMERVILLE                    ,7 ,6,3,1,N,000000717
AL0520700,TRINITY                       ,7 ,6,3,1,N,000002147
AL0520900,DECATUR                       ,6 ,6,3,1,N,000003021
AL0521100,DECATUR                       ,7 ,6,3,3,N,000000000
AL0530000,MARION                        ,8D,6,3,2,N,000003894
AL0530100,MARION                        ,6 ,6,3,1,N,000003516
AL0530200,UNIONTOWN                     ,7 ,6,3,1,N,000002492
AL0540000,CARROLLTON                    ,9C,6,3,2,N,000012004
AL0540100,ALICEVILLE                    ,7 ,6,3,1,N,000002403
AL0540200,GORDO                         ,7 ,6,3,1,N,000001706
AL0540300,REFORM                        ,7 ,6,3,1,N,000001650
AL0540400,CARROLLTON                    ,7 ,6,3,1,N,000000993
AL0540500,CARROLLTON                    ,7 ,6,3,1,N,000000582
AL0540700,REFORM                        ,7 ,6,3,5,N,000000000
AL0550000,TROY                          ,8C,6,3,2,N,000012332
AL0550100,TROY                          ,5 ,6,3,1,N,000019097
AL0550200,BRUNDIDGE                     ,7 ,6,3,1,N,000002026
AL0550300,TROY                          ,7 ,6,3,3,N,000000000
AL0560000,WEDOWEE                       ,8C,6,3,2,N,000015109
AL0560100,ROANOKE                       ,6 ,6,3,1,N,000006029
AL0560200,WADLEY                        ,7 ,6,3,1,N,000000743
AL0560300,WEDOWEE                       ,7 ,6,3,1,N,000000808
AL0560400,WADLEY                        ,7 ,6,3,3,N,000000000
AL0560500,WEDOWEE                       ,7 ,6,3,5,N,000000000
AL0570000,PHENIX CITY                   ,9B,6,3,2,N,000026936
AL0570100,PHENIX CITY                   ,4 ,6,3,1,N,000033780
AL0570200,HURTSBORO                     ,7 ,6,3,1,N,000000614
AL0580000,ASHVILLE                      ,9B,6,3,2,N,000034509
AL0580100,PELL CITY                     ,5 ,6,3,1,N,000013530
AL0580200,ASHVILLE                      ,7 ,6,3,1,N,000002262
AL0580300,RAGLAND                       ,7 ,6,3,1,N,000001691
AL0580400,SPRINGVILLE                   ,6 ,6,3,1,N,000004230
AL0580500,ODENVILLE                     ,6 ,6,3,1,N,000003687
AL0580600,MOODY                         ,5 ,6,3,1,N,000012549
AL0580700,RIVERSIDE                     ,7 ,6,3,1,N,000002310
AL0580800,MARGARET                      ,6 ,6,3,1,N,000004519
AL0580900,STEELE                        ,7 ,6,3,1,N,000001081
AL0581000,BRANCHVILLE                   ,7 ,6,3,0,N,000000000
AL0581200,TRUSSVILLE                    ,6 ,6,3,1,N,000004139
AL0590000,COLUMBIANA                    ,9B,6,3,2,N,000084487
AL0590100,CALERA                        ,5 ,6,3,1,N,000012916
AL0590200,COLUMBIANA                    ,6 ,6,3,1,N,000004220
AL0590300,MONTEVALLO                    ,6 ,6,3,1,N,000006641
AL0590400,ALABASTER                     ,4 ,6,3,1,N,000031568
AL0590500,VINCENT                       ,7 ,6,3,0,N,000002087
AL0590600,PELHAM                        ,5 ,6,3,1,N,000022501
AL0590700,HELENA                        ,5 ,6,3,1,N,000015476
AL0590800,WILTON                        ,7 ,6,3,1,N,000000701
AL0590900,HARPERSVILLE                  ,7 ,6,3,1,N,000001681
AL0591000,WILSONVILLE                   ,7 ,6,3,0,N,000001952
AL0591100,MONTEVALLO                    ,7 ,6,3,3,N,000000000
AL0600000,LIVINGSTON                    ,8D,6,3,2,N,000006819
AL0600100,YORK                          ,7 ,6,3,1,N,000002422
AL0600200,LIVINGSTON                    ,6 ,6,3,1,N,000003519
AL0600300,CUBA                          ,7 ,6,3,1,N,000000329
AL0600400,EPES                          ,7 ,6,3,1,N,000000186
AL0600500,LIVINGSTON                    ,7 ,6,3,3,N,000000000
AL0610000,TALLADEGA                     ,8B,6,3,2,N,000035571
AL0610100,SYLACAUGA                     ,5 ,6,3,1,N,000012722
